expected_run_id,job_id,job_name,model_id,panel_identity,terminal_state,run_class,registry_experiment_id,mapping_status,match_score
sharanga_job_242486,242486,physmon_stage4r_mini_llama,llama,unresolved,CANCELLED by 1248300607,candidate_science_run,,unmatched,0.0
sharanga_job_242506,242506,physmon_stage4r_mini_llama,llama,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242507,242507,physmon_stage4r_mini_qwen,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242514,242514,physmon_stage4r_mini_qwen,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242515,242515,physmon_stage4r_mini_llama,llama,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242522,242522,physmon_stage4r_qwen,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242523,242523,physmon_stage4r_llama,llama,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242554,242554,physmon_stage5_extract_qwen,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242558,242558,physmon_stage5_extract_llama,llama,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242564,242564,physmon_stage5_probe_qwen,qwen,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_242566,242566,physmon_stage5_probe_qwen,qwen,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_242579,242579,physmon_stage5_probe_qwen,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242584,242584,physmon_stage5_extract_qwen_tier2,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242585,242585,physmon_stage5_probe_qwen_contrast,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242586,242586,physmon_stage5_probe_qwen_pca,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242589,242589,physmon_stage5_probe_qwen_tier2,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242590,242590,physmon_stage5_extract_llama_tier2,llama,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_242608,242608,stage6_d1_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,CANCELLED by 1248300607,candidate_science_run,stage6_qwen_behavioural_full_rerun,matched,1.0
sharanga_job_242609,242609,stage6_d1_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,TIMEOUT,candidate_science_run,stage6_qwen_behavioural_full_rerun,matched,1.0
sharanga_job_242647,242647,stage6_d1_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_qwen_behavioural_full_rerun,matched,1.0
sharanga_job_242721,242721,stage6_d1_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_qwen_behavioural_full_rerun,matched,1.0
sharanga_job_242782,242782,stage6_d1_llama,llama,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_llama_behavioural_full_rerun,matched,1.0
sharanga_job_242828,242828,stage6_d2_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage6_qwen_behavioural_full_rerun,matched,1.0
sharanga_job_242829,242829,stage6_d2_llama,llama,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage6_llama_behavioural_full_rerun,matched,1.0
sharanga_job_242947,242947,stage6_d2r_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_qwen_behavioural_full_rerun,matched,0.667
sharanga_job_242948,242948,stage6_d2r_llama,llama,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_llama_behavioural_full_rerun,matched,0.667
sharanga_job_243202,243202,physmon_stage6_extract_qwen_t1,qwen,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage6_qwen_behavioural_full_rerun,partially_matched,0.667
sharanga_job_243203,243203,physmon_stage6_extract_qwen_t1,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_qwen_behavioural_full_rerun,partially_matched,0.667
sharanga_job_243220,243220,physmon_stage6_extract_llama_t1,llama,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_llama_behavioural_full_rerun,partially_matched,0.667
sharanga_job_243226,243226,physmon_stage6_extract_qwen_t2,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_qwen_behavioural_full_rerun,partially_matched,0.667
sharanga_job_243229,243229,physmon_stage6_extract_llama_t2,llama,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage6_llama_behavioural_full_rerun,partially_matched,0.667
sharanga_job_243255,243255,physmon_s6_qwen_var_noc,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243256,243256,physmon_s6_qwen_cuemean,qwen,unresolved,TIMEOUT,candidate_science_run,,unmatched,0.0
sharanga_job_243257,243257,physmon_s6_llama_var,llama,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243258,243258,physmon_s6_qwen_var_cuec,qwen,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_243259,243259,physmon_s6_base_noc,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243279,243279,physmon_stage8_patch_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.667
sharanga_job_243280,243280,physmon_s8_qwen_ens,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243281,243281,physmon_s8_qwen_ens_nc,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243282,243282,physmon_s8_qwen_mlp,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_mlp,matched,1.0
sharanga_job_243283,243283,physmon_s8_qwen_domain,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_domain_generalisation,matched,1.0
sharanga_job_243291,243291,physmon_stage8_patch_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.667
sharanga_job_243292,243292,physmon_s6_qwen_cuemean,qwen,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243294,243294,physmon_stage8_patch_qwen,qwen,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.667
sharanga_job_243296,243296,physmon_stage8_patch_cue_token,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,partially_matched,0.25
sharanga_job_243297,243297,physmon_stage8_deepseek_smoke,deepseek,data/manifests/physmon_canonical_155.jsonl,TIMEOUT,infrastructure,stage8_deepseek_within_model_monitoring,infrastructure_not_registrable,0.667
sharanga_job_243298,243298,physmon_stage8_attention,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.5
sharanga_job_243299,243299,physmon_stage8_xmodel,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.5
sharanga_job_243310,243310,physmon_stage8_attention,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.5
sharanga_job_243311,243311,physmon_stage8_deepseek_smoke,deepseek,data/manifests/physmon_canonical_155.jsonl,COMPLETED,infrastructure,stage8_deepseek_within_model_monitoring,infrastructure_not_registrable,0.667
sharanga_job_243312,243312,physmon_stage8_head26_ko,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.5
sharanga_job_243314,243314,physmon_stage8_deepseek_d2,deepseek,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_deepseek_within_model_monitoring,matched,1.0
sharanga_job_243440,243440,physmon_stage8_extract_deepseek,deepseek,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_deepseek_within_model_monitoring,matched,0.667
sharanga_job_243441,243441,physmon_stage8_mhk_h100,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.2
sharanga_job_243468,243468,physmon_stage8_probe_deepseek,deepseek,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.75
sharanga_job_243469,243469,physmon_stage8_xmodel_ds,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.5
sharanga_job_243491,243491,physmon_stage8_probe_deepseek,deepseek,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.75
sharanga_job_243492,243492,physmon_stage8_probe_deepseek,deepseek,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage8_qwen_variance_ensemble,matched,0.75
sharanga_job_243514,243514,physmon_s9_var_n2,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243515,243515,physmon_s9_var_n3,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243516,243516,physmon_s9_var_n4,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243539,243539,s9_rdc,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243541,243541,s9_donor,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage9_unrelated_family_donor,matched,1.0
sharanga_job_243542,243542,s9_mhk_early,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage9_mhk_early_layers,matched,1.0
sharanga_job_243543,243543,s9_selfcon,unresolved,unresolved,TIMEOUT,candidate_science_run,,unmatched,0.0
sharanga_job_243544,243544,s9_judge,unresolved,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_243545,243545,s9_corrprobe,unresolved,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_243546,243546,s9_cottext,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243547,243547,s9_ansrat,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243549,243549,s9_corrprobe,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243604,243604,s9_judge,unresolved,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_243606,243606,s9_judge,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_243610,243610,s9_inject,unresolved,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_243616,243616,s9_inject,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_244035,244035,s9_judge_la,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_244036,244036,s9_judge_lb,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_244037,244037,s9_selfcon_r,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_245081,245081,physmon_s9_corr_resid,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage9_correctness_probe,partially_matched,0.333
sharanga_job_245445,245445,physmon_s95_prompt_cond,unresolved,unresolved,FAILED,candidate_science_run,,unmatched,0.0
sharanga_job_245446,245446,physmon_s95_mean_probe,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_245447,245447,physmon_s95_prompt_cond,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_245448,245448,physmon_s95_prompt_cond,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.0
sharanga_job_245532,245532,physmon_s10_mean_probe_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,TIMEOUT,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.833
sharanga_job_245533,245533,physmon_s10_pervar_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.5
sharanga_job_245539,245539,physmon_s10_mhk_dose,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,matched,0.714
sharanga_job_245540,245540,physmon_s10_rnd_site,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_random_site_control,matched,0.5
sharanga_job_245541,245541,physmon_s10_mhk_cue_gen,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,matched,0.625
sharanga_job_245544,245544,physmon_s10_cueb_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,TIMEOUT,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_245557,245557,physmon_s10_head_sweep_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_full_l16_single_head_sweep,matched,0.75
sharanga_job_245558,245558,physmon_s10_llm_attn_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.333
sharanga_job_245666,245666,physmon_s10_head_sweep_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_full_l16_single_head_sweep,matched,0.75
sharanga_job_245667,245667,physmon_s10_llm_attn_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.333
sharanga_job_245674,245674,physmon_s10_mean_probe_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.833
sharanga_job_245675,245675,physmon_s10_cueb_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_245679,245679,physmon_s10_head_sweep_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_full_l16_single_head_sweep,matched,0.75
sharanga_job_245711,245711,physmon_s10_llm_attn_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.333
sharanga_job_245714,245714,physmon_s10_llm_attn_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.333
sharanga_job_245733,245733,physmon_s10_llm_h23_ko,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.4
sharanga_job_245734,245734,physmon_s10_llm_mhk,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_llama_old_mhk,matched,0.75
sharanga_job_245735,245735,physmon_s10_same_ans,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_same_answer_donor,matched,0.6
sharanga_job_245736,245736,physmon_s10_stable_don,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_stable_donor,matched,0.6
sharanga_job_245737,245737,physmon_s10_xfam_suf,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_15_family_expansion,partially_matched,0.286
sharanga_job_245738,245738,physmon_s10_ans_bias,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_answer_bias_damage,matched,0.6
sharanga_job_245743,245743,physmon_s10_mhk_l16_attn_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,matched,0.556
sharanga_job_245744,245744,physmon_s10_tok_ent_h200,unresolved,unresolved,FAILED,candidate_science_run,,unmatched,0.2
sharanga_job_245976,245976,physmon_s10_tok_ent_h200,unresolved,unresolved,COMPLETED,candidate_science_run,,unmatched,0.2
sharanga_job_245977,245977,physmon_s10_llm_h23_ko,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.4
sharanga_job_245978,245978,physmon_s10_same_ans,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_same_answer_donor,matched,0.6
sharanga_job_245979,245979,physmon_s10_stable_don,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_stable_donor,matched,0.6
sharanga_job_245981,245981,physmon_s10_xfam_suf,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_15_family_expansion,partially_matched,0.286
sharanga_job_245982,245982,physmon_s10_ans_bias,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_answer_bias_damage,matched,0.6
sharanga_job_246833,246833,physmon_s10_mean_probe_sweep,unresolved,data/manifests/physmon_canonical_155.jsonl,TIMEOUT,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.833
sharanga_job_246834,246834,physmon_s10_cueb_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_246836,246836,physmon_s10_domain_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_246837,246837,physmon_s10_attn_patterns,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.2
sharanga_job_246838,246838,physmon_s10_logit_lens,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_direct_logit_attribution,matched,0.5
sharanga_job_246877,246877,physmon_s10_domain_probe,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_246879,246879,physmon_s10_llm_mhk,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,matched,0.75
sharanga_job_246880,246880,physmon_s10_ds_attn_cpu,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_246901,246901,physmon_s10_ds_attn_cpu,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_246902,246902,physmon_s10_ds_mhk,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_llama_old_mhk,matched,0.833
sharanga_job_246912,246912,physmon_s10_head_sweep_h200,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_full_l16_single_head_sweep,matched,0.75
sharanga_job_246922,246922,physmon_s10_formula_leak,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_246929,246929,physmon_s10_formula_leak,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_247563,247563,physmon_s10_llm_headsel,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,partially_matched,0.4
sharanga_job_247564,247564,physmon_s10_pair_heads,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_247565,247565,physmon_s10_logit_attr,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_direct_logit_attribution,matched,0.5
sharanga_job_247578,247578,physmon_s10_probe_cos,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_247580,247580,physmon_s10_probe_cos,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.6
sharanga_job_247597,247597,physmon_s10_mean_probe_bg,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,matched,0.8
sharanga_job_248988,248988,physmon_s10_ds_mhk,unresolved,data/manifests/physmon_canonical_155.jsonl,CANCELLED by 1248300607,candidate_science_run,stage10_llama_old_mhk,matched,0.833
sharanga_job_248989,248989,physmon_s10_formula_leak,unresolved,data/manifests/physmon_canonical_155.jsonl,CANCELLED by 1248300607,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_248990,248990,physmon_s10_ds_mhk,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,matched,0.833
sharanga_job_248991,248991,physmon_s10_formula_leak,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_248992,248992,physmon_s10_llm_mhk_v2,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage10_llama_old_mhk,matched,0.75
sharanga_job_249020,249020,physmon_s10_formula_leak,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_249026,249026,physmon_s11_beh_exp,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage11_expansion_behavioural_qwen,matched,0.5
sharanga_job_249029,249029,physmon_s11_cue_transfer,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_cue_c_probe_sweep,matched,0.5
sharanga_job_249030,249030,physmon_s11_latent_geo,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_latent_family_geometry,matched,0.5
sharanga_job_249031,249031,physmon_s11_precursor,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_precursor_characterisation,matched,0.667
sharanga_job_249034,249034,physmon_s11_h11_mech,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_qwen_h11_layer_sweep,matched,0.5
sharanga_job_249035,249035,physmon_s11_h11_layers,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_qwen_h11_layer_sweep,matched,0.5
sharanga_job_249036,249036,physmon_s10_formula_leak,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage10_qwen_mean_probe_full_sweep,partially_matched,0.25
sharanga_job_249038,249038,physmon_s11_beh_exp,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_expansion_behavioural_qwen,matched,0.5
sharanga_job_249064,249064,physmon_s11_ds_heads,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_expansion_behavioural_qwen,partially_matched,0.333
sharanga_job_249068,249068,physmon_s11_exp_act,unresolved,data/manifests/physmon_canonical_155.jsonl,FAILED,candidate_science_run,stage11_expansion_behavioural_qwen,partially_matched,0.333
sharanga_job_249069,249069,physmon_s11_h11h24,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_expansion_behavioural_qwen,partially_matched,0.333
sharanga_job_249070,249070,physmon_s11_varname,unresolved,data/manifests/physmon_canonical_155.jsonl,COMPLETED,candidate_science_run,stage11_expansion_behavioural_qwen,partially_matched,0.333
