path,artifact_type,size_bytes,raw_data_rows,orphan_class,zero_row_cannot_support_null,resolution_status,registry_experiment_id,resolution_problems
results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_009.json,json,1126,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_010.json,json,1196,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_011.json,json,1252,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/electrostatics_circuits/CM_C_014.json,json,1375,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/mechanics/CM_C_012.json,json,1295,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/mechanics/CM_C_013.json,json,1397,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/thermodynamics/CM_C_007.json,json,1395,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/frame_rendering/thermodynamics/CM_C_015.json,json,1261,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/nongoverning_distractor/mechanics/CM_B_UM_061.json,json,1868,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/nongoverning_distractor/mechanics/CM_B_UM_062.json,json,1734,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/nongoverning_distractor/mechanics/CM_B_UM_063.json,json,1726,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/nongoverning_distractor/thermodynamics/TH_B_UM_011.json,json,1644,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/rendered/nongoverning_distractor/thermodynamics/TH_B_UM_012.json,json,1599,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_B_UM_061.json,json,696,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_B_UM_062.json,json,681,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_B_UM_063.json,json,694,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_006.json,json,650,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_007.json,json,670,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_008.json,json,657,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_009.json,json,655,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_010.json,json,658,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_011.json,json,659,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_012.json,json,660,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_013.json,json,672,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_014.json,json,660,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/CM_C_015.json,json,675,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/TH_B_UM_011.json,json,693,,paper_relevant_noncritical,False,unresolved,,
results/stage10/benchmark_expansion/verification/TH_B_UM_012.json,json,689,,paper_relevant_noncritical,False,unresolved,,
results/stage10/cot_distractor_mention/cot_mention_summary.json,json,18010,,paper_relevant_noncritical,False,unresolved,,
results/stage10/cross_family_sufficiency/cross_family_sufficiency_results.csv,csv,5601,100,paper_relevant_noncritical,False,unresolved,,
results/stage10/cross_family_sufficiency/cross_family_sufficiency_summary.json,json,136,,paper_relevant_noncritical,False,unresolved,,
results/stage10/cross_family_sufficiency/run_causal_patching_events.jsonl,jsonl,397,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/cue_a_coincidence/coincidence_analysis.json,json,5802,,paper_relevant_noncritical,False,unresolved,,
results/stage10/cue_b_only_probe/layer_auroc_resid_post_last_prompt.json,json,3641,28,paper_relevant_noncritical,False,unresolved,,
results/stage10/cue_b_only_probe/layer_pearson_resid_post_last_prompt.json,json,2801,28,paper_relevant_noncritical,False,unresolved,,
results/stage10/cue_b_only_probe/loo_predictions_resid_post_last_prompt.json,json,14236,96,paper_relevant_noncritical,False,unresolved,,
results/stage10/cue_b_only_probe/run_probing_events.jsonl,jsonl,414,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/cue_b_only_probe/summary_resid_post_last_prompt.json,json,916,,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_42/family_head_contributions.json,json,140635,800,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_42/head_sensitivity_scores.json,json,6647,40,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_42/probe_weights_layer42.npy,npy,20608,,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_42/run_attention_analysis_events.jsonl,jsonl,297,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_43/family_head_contributions.json,json,140442,800,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_43/head_sensitivity_scores.json,json,6626,40,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_43/probe_weights_layer43.npy,npy,20608,,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_43/run_attention_analysis_events.jsonl,jsonl,297,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_44/family_head_contributions.json,json,140460,800,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_44/head_sensitivity_scores.json,json,6633,40,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_44/probe_weights_layer44.npy,npy,20608,,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_44/run_attention_analysis_events.jsonl,jsonl,297,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_45/family_head_contributions.json,json,140409,800,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_45/head_sensitivity_scores.json,json,6620,40,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_45/probe_weights_layer45.npy,npy,20608,,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_attention/layer_45/run_attention_analysis_events.jsonl,jsonl,297,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_mhk/patching_results.csv,csv,2226,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_mhk/patching_summary.json,json,1326,,paper_relevant_noncritical,False,unresolved,,
results/stage10/deepseek_mhk/run_causal_patching_events.jsonl,jsonl,8671,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/direct_logit_attribution/direct_logit_attribution_per_head.json,json,396332,1120,paper_relevant_noncritical,False,unresolved,,
results/stage10/direct_logit_attribution/direct_logit_attribution_summary.json,json,10093,,paper_relevant_noncritical,False,unresolved,,
results/stage10/direct_logit_attribution/run_causal_patching_events.jsonl,jsonl,350,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/distractor_proximity/proximity_vs_slp.json,json,23828,,paper_relevant_noncritical,False,unresolved,,
results/stage10/domain_transfer_probe/layer_auroc_resid_post_last_prompt.json,json,3642,28,paper_relevant_noncritical,False,unresolved,,
results/stage10/domain_transfer_probe/layer_pearson_resid_post_last_prompt.json,json,2790,28,paper_relevant_noncritical,False,unresolved,,
results/stage10/domain_transfer_probe/loo_predictions_resid_post_last_prompt.json,json,25310,135,paper_relevant_noncritical,False,unresolved,,
results/stage10/domain_transfer_probe/run_probing_events.jsonl,jsonl,414,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/domain_transfer_probe/summary_resid_post_last_prompt.json,json,1628,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_0/patching_results.csv,csv,2087,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_0/patching_summary.json,json,1278,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_0/run_causal_patching_events.jsonl,jsonl,8237,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_1/patching_results.csv,csv,2096,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_1/patching_summary.json,json,1183,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_1/run_causal_patching_events.jsonl,jsonl,8237,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_10/patching_results.csv,csv,2113,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_10/patching_summary.json,json,1150,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_10/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_11/patching_results.csv,csv,2101,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_11/patching_summary.json,json,1311,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_11/run_causal_patching_events.jsonl,jsonl,8239,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_12/patching_results.csv,csv,2148,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_12/patching_summary.json,json,1281,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_12/run_causal_patching_events.jsonl,jsonl,8241,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_13/patching_results.csv,csv,2138,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_13/patching_summary.json,json,1066,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_13/run_causal_patching_events.jsonl,jsonl,8239,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_14/patching_results.csv,csv,2149,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_14/patching_summary.json,json,1246,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_14/run_causal_patching_events.jsonl,jsonl,8241,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_15/patching_results.csv,csv,2127,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_15/patching_summary.json,json,1296,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_15/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_16/patching_results.csv,csv,2132,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_16/patching_summary.json,json,1142,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_16/run_causal_patching_events.jsonl,jsonl,8239,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_17/patching_results.csv,csv,2138,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_17/patching_summary.json,json,1092,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_17/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_18/patching_results.csv,csv,2144,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_18/patching_summary.json,json,1312,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_18/run_causal_patching_events.jsonl,jsonl,8239,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_19/patching_results.csv,csv,2102,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_19/patching_summary.json,json,1235,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_19/run_causal_patching_events.jsonl,jsonl,8239,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_2/patching_results.csv,csv,2078,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_2/patching_summary.json,json,1060,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_2/run_causal_patching_events.jsonl,jsonl,8235,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_20/patching_results.csv,csv,2120,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_20/patching_summary.json,json,1144,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_20/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_21/patching_results.csv,csv,2130,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_21/patching_summary.json,json,1258,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_21/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_22/patching_results.csv,csv,2150,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_22/patching_summary.json,json,1318,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_22/run_causal_patching_events.jsonl,jsonl,8241,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_23/patching_results.csv,csv,2143,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_23/patching_summary.json,json,1297,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_23/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_24/patching_results.csv,csv,2151,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_24/patching_summary.json,json,1299,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_24/run_causal_patching_events.jsonl,jsonl,8241,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_25/patching_results.csv,csv,2128,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_25/patching_summary.json,json,1301,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_25/run_causal_patching_events.jsonl,jsonl,8241,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_26/patching_results.csv,csv,2135,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_26/patching_summary.json,json,1108,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_26/run_causal_patching_events.jsonl,jsonl,8239,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_27/patching_results.csv,csv,2134,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_27/patching_summary.json,json,1031,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_27/run_causal_patching_events.jsonl,jsonl,8240,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_3/patching_results.csv,csv,2068,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_3/patching_summary.json,json,1279,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_3/run_causal_patching_events.jsonl,jsonl,8237,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_4/patching_results.csv,csv,2102,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_4/patching_summary.json,json,1313,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_4/run_causal_patching_events.jsonl,jsonl,8236,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_5/patching_results.csv,csv,2064,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_5/patching_summary.json,json,1162,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_5/run_causal_patching_events.jsonl,jsonl,8236,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_6/patching_results.csv,csv,2091,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_6/patching_summary.json,json,1313,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_6/run_causal_patching_events.jsonl,jsonl,8236,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_7/patching_results.csv,csv,2071,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_7/patching_summary.json,json,1122,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_7/run_causal_patching_events.jsonl,jsonl,8235,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_8/patching_results.csv,csv,2109,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_8/patching_summary.json,json,1315,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_8/run_causal_patching_events.jsonl,jsonl,8237,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_9/patching_results.csv,csv,2103,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_9/patching_summary.json,json,1314,,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_9/run_causal_patching_events.jsonl,jsonl,8236,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/full_head_sweep_l16/head_sweep_summary.json,json,2054,,paper_relevant_noncritical,False,unresolved,,
results/stage10/head_sweep_l16/family_head_contributions.json,json,48941,280,paper_relevant_noncritical,False,unresolved,,
results/stage10/head_sweep_l16/head_sensitivity_scores.json,json,4644,28,paper_relevant_noncritical,False,unresolved,,
results/stage10/head_sweep_l16/probe_weights_layer16.npy,npy,14464,,paper_relevant_noncritical,False,unresolved,,
results/stage10/head_sweep_l16/run_attention_analysis_events.jsonl,jsonl,291,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_19/family_head_contributions.json,json,112721,640,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_19/head_sensitivity_scores.json,json,5347,32,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_19/probe_weights_layer19.npy,npy,16512,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_19/run_attention_analysis_events.jsonl,jsonl,291,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_20/family_head_contributions.json,json,112758,640,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_20/head_sensitivity_scores.json,json,5351,32,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_20/probe_weights_layer20.npy,npy,16512,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_20/run_attention_analysis_events.jsonl,jsonl,292,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_21/family_head_contributions.json,json,112850,640,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_21/head_sensitivity_scores.json,json,5358,32,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_21/probe_weights_layer21.npy,npy,16512,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_attention/layer_21/run_attention_analysis_events.jsonl,jsonl,291,1,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_knockout/patching_results.csv,csv,9835,100,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_knockout/patching_summary.json,json,1890,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_knockout/run_causal_patching_events.jsonl,jsonl,8440,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/head_selection_summary.json,json,3178,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_0/patching_results.csv,csv,2068,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_0/patching_summary.json,json,1297,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_0/run_causal_patching_events.jsonl,jsonl,8421,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_12/patching_results.csv,csv,2051,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_12/patching_summary.json,json,1200,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_12/run_causal_patching_events.jsonl,jsonl,8425,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_14/patching_results.csv,csv,2071,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_14/patching_summary.json,json,1223,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_14/run_causal_patching_events.jsonl,jsonl,8426,22,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_26/patching_results.csv,csv,2048,20,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_26/patching_summary.json,json,1248,,paper_relevant_noncritical,False,unresolved,,
results/stage10/llama_head_selection_sweep/layer_19/head_26/run_causal_patching_events.jsonl,jsonl,8426,22,paper_relevant_noncritical,False,unresolved,,
